name	path	exists	passed	details
robot_order_fk_phase_alignment_live_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/robot_order_fk_phase_alignment_live_probe/robot_order_fk_phase_alignment_live_probe.json	True	True	size=172329; status='ok_robot_order_fk_phase_alignment_live_probe'; phase_alignment_probe_worker_and_inputs; phase_alignment_probe_records_no_safe_full_eval_candidate; phase_alignment_probe_separates_velocity_from_done_regression; phase_alignment_probe_outputs_exist; phase_alignment_probe_no_overclaim
robot_order_fk_ee_body_pos_termination_ablation_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_fk_repaired_robot_order_full_bundle_ppo_checkpoint_eval_ee_termination_ablation/tracking_g1_official_importer_export_fk_repaired_robot_order_full_bundle_ppo_checkpoint_eval_ee_termination_ablation.json	True	True	size=30162; status='ok_official_importer_export_fk_repaired_robot_order_full_bundle_ppo_checkpoint_eval_ee_termination_ablation_completed'; ee_ablation_same_seed_scope_and_refresh; ee_ablation_threshold_relaxed_with_original_proxy; ee_ablation_reduces_relaxed_done_rate; ee_ablation_records_high_original_endpoint_violation_proxy; ee_ablation_outputs_exist; ee_ablation_no_overclaim
robot_order_fk_endpoint_group_termination_ablation_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_fk_repaired_robot_order_full_bundle_ppo_checkpoint_eval_endpoint_group_ablation/tracking_g1_official_importer_export_fk_repaired_robot_order_full_bundle_ppo_checkpoint_eval_endpoint_group_ablation.json	True	True	size=16688; status='ok_endpoint_group_ablation_completed'; endpoint_group_ablation_same_seed_scope_variants_complete; endpoint_group_ablation_identifies_wrist_dominant_gate; endpoint_group_ablation_outputs_exist; endpoint_group_ablation_no_overclaim
robot_order_fk_endpoint_threshold_sweep	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_fk_repaired_robot_order_full_bundle_ppo_checkpoint_eval_endpoint_threshold_sweep/endpoint_threshold_sweep.json	True	True	size=20737; status='ok_endpoint_threshold_sweep_completed'; endpoint_threshold_sweep_keeps_official_body_set; endpoint_threshold_sweep_full_scope; endpoint_threshold_sweep_finds_candidate; endpoint_threshold_sweep_records_original_proxy; endpoint_threshold_sweep_outputs_exist; endpoint_threshold_sweep_no_overclaim
robot_order_fk_endpoint_threshold_candidate_ppo_training	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_fk_repaired_robot_order_full_bundle_endpoint_threshold_candidate_ppo_training_run/tracking_g1_official_importer_export_fk_repaired_robot_order_full_bundle_endpoint_threshold_candidate_ppo_training_run.json	True	True	size=17689; status='ok_official_importer_export_fk_repaired_robot_order_full_bundle_endpoint_threshold_candidate_ppo_training_completed'; endpoint_threshold_candidate_training_full_scope; endpoint_threshold_candidate_training_patch_applied_all_ranks; endpoint_threshold_candidate_training_no_overclaim
robot_order_fk_endpoint_threshold_candidate_ppo_checkpoint_eval	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_fk_repaired_robot_order_full_bundle_endpoint_threshold_candidate_ppo_checkpoint_eval/tracking_g1_official_importer_export_fk_repaired_robot_order_full_bundle_endpoint_threshold_candidate_ppo_checkpoint_eval.json	True	True	size=32599; status='ok_official_importer_export_fk_repaired_robot_order_full_bundle_endpoint_threshold_candidate_ppo_checkpoint_eval_completed'; endpoint_threshold_candidate_eval_full_scope; endpoint_threshold_candidate_eval_records_lower_done_than_robot_order_baseline; endpoint_threshold_candidate_eval_no_overclaim
robot_order_fk_ppo_tracking_quality_diagnostic	/mnt/infini-data/test/BeyondMimic/res/tracking/robot_order_fk_ppo_tracking_quality_diagnostic/robot_order_fk_ppo_tracking_quality_diagnostic.json	True	True	size=12614; status='ok'; robot_order_quality_diag_scope; robot_order_quality_diag_records_step0_spike; robot_order_quality_diag_post_step0_bottleneck; robot_order_quality_diag_no_overclaim; robot_order_quality_diag_outputs_exist
robot_order_fk_reset_termination_alignment_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/robot_order_fk_reset_termination_alignment_audit/robot_order_fk_reset_termination_alignment_audit.json	True	True	size=24502; status='ok'; reset_alignment_motion_bundle_plausible; reset_alignment_records_step0_all_done; reset_alignment_step0_body_specific_not_anchor; reset_alignment_source_order_recorded; reset_alignment_no_overclaim_and_next_probe; reset_alignment_outputs_exist
robot_order_fk_reset_command_warmup_live_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/robot_order_fk_reset_command_warmup_live_probe/robot_order_fk_reset_command_warmup_live_probe.json	True	True	size=15952; status='ok_robot_order_fk_reset_command_warmup_live_probe'; warmup_live_probe_worker_scope; warmup_live_probe_records_reset_endpoint_spike; warmup_live_probe_records_partial_reduction; warmup_live_probe_step_not_all_done; warmup_live_probe_no_overclaim; warmup_live_probe_outputs_exist
tracking_g1_official_importer_export_full_bundle_scaled_ppo_teacher_rollout_dataset	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_importer_export_full_bundle_scaled_ppo_teacher_rollout_dataset/tracking_g1_official_importer_export_full_bundle_scaled_ppo_teacher_rollout_dataset.json	True	True	size=36203; status='ok_official_importer_export_full_bundle_scaled_ppo_teacher_rollout_dataset_completed'; scaled_importer_teacher_rollout_inputs_ok; scaled_importer_teacher_rollout_gpu47_config_recorded; scaled_importer_teacher_rollout_completed_with_expected_scope; scaled_importer_teacher_rollout_npz_shards_retained; scaled_importer_teacher_rollout_shards_use_iteration999_importer_checkpoint; scaled_importer_teacher_rollout_no_paper_level_claim
official_importer_export_full_bundle_scaled_ppo_teacher_rollout_report_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_scaled_ppo_teacher_rollout_dataset/official_importer_export_full_bundle_teacher_rollout_report_assets.json	True	True	size=2733; status='ok'; scaled_importer_teacher_assets_source_ok; scaled_importer_teacher_assets_total_env_steps; scaled_importer_teacher_assets_shape_contract; scaled_importer_teacher_assets_files_exist; scaled_importer_teacher_assets_no_overclaim
official_importer_export_full_bundle_latent_projection_report_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_full_bundle_latent_projection/official_importer_export_full_bundle_latent_projection_assets.json	True	True	size=4735; status='ok_official_importer_export_full_bundle_latent_projection_report_assets'; official_importer_latent_projection_sources_ok; official_importer_latent_projection_scope_ok; official_importer_latent_projection_fig5d_proxy_metrics_ok; official_importer_latent_projection_assets_exist; official_importer_latent_projection_no_overclaim
tracking_g1_official_csv_loop_full_bundle_teacher_rollout_dataset	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_csv_loop_full_bundle_teacher_rollout_dataset/tracking_g1_official_csv_loop_full_bundle_teacher_rollout_dataset.json	True	True	size=35131; status='ok_official_csv_loop_full_bundle_teacher_rollout_dataset_completed'; full_bundle_teacher_rollout_inputs_ok; full_bundle_teacher_rollout_gpu47_config_recorded; full_bundle_teacher_rollout_completed_with_expected_scope; full_bundle_teacher_rollout_npz_shards_retained_or_cleanup_pruned; full_bundle_teacher_rollout_worker_and_status_shim_retained; full_bundle_teacher_rollout_no_paper_level_claim
official_csv_loop_full_bundle_teacher_rollout_report_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_csv_loop_full_bundle_teacher_rollout_dataset/official_csv_loop_full_bundle_teacher_rollout_report_assets.json	True	True	size=2457; status='ok'; full_bundle_teacher_assets_source_ok; full_bundle_teacher_assets_total_env_steps; full_bundle_teacher_assets_shape_contract; full_bundle_teacher_assets_files_exist; full_bundle_teacher_assets_no_overclaim
official_csv_loop_reference_replay_video_asset	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_reference_replay/official_csv_loop_reference_replay_video_asset.json	True	True	size=3283; status='ok'; reference_replay_video_source_motion_ok; reference_replay_video_assets_exist; reference_replay_video_no_overclaim; reference_replay_video_keeps_goal_incomplete
official_importer_export_replay_full_dataset_report_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_importer_export_replay_full_dataset/official_importer_export_replay_full_dataset_report_assets.json	True	True	size=5111; status='ok_official_importer_export_replay_full_dataset_report_assets'; official_importer_replay_report_source_40_of_40_ok; official_importer_replay_report_steps_ok; official_importer_replay_report_claim_boundary_ok; official_importer_replay_report_assets_exist; official_importer_replay_report_keeps_goal_incomplete
official_csv_loop_policy_rollout_video_capture	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_policy_rollout/tracking_g1_official_csv_loop_policy_rollout_capture.json	True	True	size=8218; status='ok_official_csv_loop_policy_rollout_video_capture'; policy_rollout_capture_and_render_ok; policy_rollout_gpu_and_steps_recorded; policy_rollout_capture_no_overclaim
official_csv_loop_policy_rollout_video_asset	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_policy_rollout/official_csv_loop_policy_rollout_video_asset.json	True	True	size=2618; status='ok'; policy_rollout_video_shape_contract; policy_rollout_video_assets_exist; policy_rollout_video_metrics_recorded; policy_rollout_video_no_overclaim
isaaclab_rendered_policy_rollout_mp4_failed_gate	/mnt/infini-data/test/BeyondMimic/res/failed_runs/isaac_mp4/isaaclab_rendered_policy_rollout_video_failed_gate.json	True	True	size=7396; status='failed_isaaclab_rendered_policy_rollout_mp4_gate'; isaac_mp4_gpu_5_6_scope_recorded; isaac_mp4_failed_before_env_without_mp4; isaac_mp4_rendering_stack_blocker_classified; isaac_mp4_error_patterns_recorded; isaac_mp4_before_app_sentinel_recorded; isaac_mp4_no_success_or_goal_complete_claim
official_csv_loop_full_bundle_policy_rollout_video_capture	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_full_bundle_policy_rollout/tracking_g1_official_csv_loop_policy_rollout_capture.json	True	True	size=9174; status='ok_official_csv_loop_full_bundle_policy_rollout_video_capture'; full_bundle_policy_rollout_capture_render_and_bundle_ok; full_bundle_policy_rollout_gpu_and_steps_recorded; full_bundle_policy_rollout_capture_no_overclaim
official_csv_loop_full_bundle_policy_rollout_video_asset	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_full_bundle_policy_rollout/official_csv_loop_policy_rollout_video_asset.json	True	True	size=3212; status='ok'; full_bundle_policy_rollout_video_shape_contract; full_bundle_policy_rollout_video_assets_and_bundle_ok; full_bundle_policy_rollout_video_metrics_recorded; full_bundle_policy_rollout_video_no_overclaim
official_csv_loop_vae_closed_loop_rollout_video_capture	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_vae_closed_loop_rollout/tracking_g1_official_csv_loop_vae_closed_loop_rollout_capture.json	True	True	size=10404; status='ok_official_csv_loop_vae_closed_loop_rollout_video_capture'; vae_closed_loop_video_capture_and_render_ok; vae_closed_loop_video_gpu_and_steps_recorded; vae_closed_loop_video_metrics_recorded; vae_closed_loop_video_capture_no_overclaim
official_csv_loop_vae_closed_loop_rollout_video_asset	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_vae_closed_loop_rollout/official_csv_loop_vae_closed_loop_rollout_video_asset.json	True	True	size=3190; status='ok'; vae_closed_loop_video_shape_contract; vae_closed_loop_video_assets_exist; vae_closed_loop_video_metrics_recorded; vae_closed_loop_video_no_overclaim
official_csv_loop_teacher_rollout_report_assets	/mnt/infini-data/test/BeyondMimic/res/report_assets/official_csv_loop_teacher_rollout_dataset/official_csv_loop_teacher_rollout_report_assets.json	True	True	size=2177; status='ok'; teacher_rollout_assets_source_ok; teacher_rollout_assets_total_env_steps; teacher_rollout_assets_shape_contract; teacher_rollout_assets_files_exist; teacher_rollout_assets_no_overclaim
official_csv_loop_action_guidance_rollout_eval	/mnt/infini-data/test/BeyondMimic/res/level_c/official_csv_loop_action_guidance_rollout_eval/level_c_official_csv_loop_action_guidance_rollout_eval.json	True	True	size=21763; status='ok_official_csv_loop_action_guidance_rollout_eval'; action_guidance_rollout_capture_render_three_variants_299; action_guidance_rollout_gpu_and_scope_recorded; action_guidance_rollout_no_overclaim; action_guidance_rollout_keeps_goal_incomplete
official_csv_loop_action_guidance_rollout_asset	/mnt/infini-data/test/BeyondMimic/res/visualization/official_csv_loop_action_guidance_rollout/official_csv_loop_action_guidance_rollout_asset.json	True	True	size=6652; status='ok'; action_guidance_rollout_asset_shape_contract; action_guidance_rollout_visual_assets_exist; action_guidance_rollout_asset_three_variants; action_guidance_rollout_asset_no_overclaim
tracking_g1_resource_adjusted_teacher_rollout_dataset	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_teacher_rollout_dataset/tracking_g1_resource_adjusted_teacher_rollout_dataset.json	True	True	size=35064; status='ok_resource_adjusted_teacher_rollout_dataset_completed'; g1_resource_adjusted_teacher_rollout_inputs_exist; g1_resource_adjusted_teacher_rollout_gpu47_config_recorded; g1_resource_adjusted_teacher_rollout_full_available_motion_steps; g1_resource_adjusted_teacher_rollout_outputs_exist; g1_resource_adjusted_teacher_rollout_npz_shards_retained_or_cleanup_pruned; g1_resource_adjusted_teacher_rollout_worker_script_retained; g1_resource_adjusted_teacher_rollout_no_paper_level_claim; g1_resource_adjusted_teacher_rollout_keeps_goal_incomplete
tracking_g1_official_csv_loop_teacher_rollout_dataset	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_csv_loop_teacher_rollout_dataset/tracking_g1_official_csv_loop_teacher_rollout_dataset.json	True	True	size=34201; status='ok_official_csv_loop_teacher_rollout_dataset_completed'; g1_official_csv_loop_teacher_rollout_inputs_exist; g1_official_csv_loop_teacher_rollout_gpu47_config_recorded; g1_official_csv_loop_teacher_rollout_full_available_motion_steps; g1_official_csv_loop_teacher_rollout_outputs_exist; g1_official_csv_loop_teacher_rollout_npz_shards_retained_or_cleanup_pruned; g1_official_csv_loop_teacher_rollout_worker_script_retained; g1_official_csv_loop_teacher_rollout_no_paper_level_claim; g1_official_csv_loop_teacher_rollout_keeps_goal_incomplete
tracking_urdf_conversion_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/urdf_conversion_probe/tracking_urdf_conversion_probe.json	True	True	size=2102; status='ok_with_urdf_usd_blocker'; urdf_probe_app_payload; urdf_probe_app_closed; urdf_probe_libglu_present; urdf_probe_stage_open; urdf_probe_empty_usd_recorded; urdf_probe_keeps_goal_incomplete
tracking_urdf_path_tiny_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/urdf_path_tiny_probe/tracking_urdf_path_tiny_probe.json	True	True	size=5822; status='ok_with_blocker_classified'; urdf_path_tiny_g1_mesh_refs_resolve; urdf_path_tiny_kit_exit_recorded; urdf_path_tiny_libglu_present; urdf_path_tiny_usd_save_blocker; urdf_path_tiny_vulkan_device_lost_recorded; urdf_path_tiny_current_blocker_classified; urdf_path_tiny_no_motion_npz_claim; urdf_path_tiny_keeps_goal_incomplete
tracking_mjcf_stage_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/mjcf_stage_probe/tracking_mjcf_stage_probe.json	True	True	size=7942; status='ok_with_blocker_classified'; mjcf_stage_g1_mesh_refs_resolve; mjcf_stage_app_launcher_after_app; mjcf_stage_libglu_present; mjcf_stage_usd_save_blocker; mjcf_stage_vulkan_device_lost_recorded; mjcf_stage_minimal_stage_save_failed_recorded; mjcf_stage_current_blocker_classified; mjcf_stage_no_motion_npz_claim; mjcf_stage_keeps_goal_incomplete
tracking_usd_save_policy_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/usd_save_policy_probe/tracking_usd_save_policy_probe.json	True	True	size=19176; status='ok_with_blocker_classified'; usd_save_policy_plain_python_pxr_absent; usd_save_policy_app_after_app; usd_save_policy_pxr_inside_app; usd_save_policy_attempts_recorded; usd_save_policy_permission_false; usd_save_policy_all_save_attempts_failed; usd_save_policy_force_permission_failed; usd_save_policy_export_failed; usd_save_policy_current_blocker_classified; usd_save_policy_no_motion_npz_claim; usd_save_policy_keeps_goal_incomplete
tracking_simulationapp_save_policy_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/simulationapp_save_policy_probe/tracking_simulationapp_save_policy_probe.json	True	True	size=11036; status='ok_with_blocker_classified'; simulationapp_save_policy_base_vulkan_crash_recorded; simulationapp_save_policy_isaaclab_payload; simulationapp_save_policy_isaaclab_permission_false; simulationapp_save_policy_isaaclab_force_permission_failed; simulationapp_save_policy_app_payload; simulationapp_save_policy_app_permission_false; simulationapp_save_policy_app_force_permission_failed; simulationapp_save_policy_current_blocker_classified; simulationapp_save_policy_no_motion_npz_claim; simulationapp_save_policy_keeps_goal_incomplete
tracking_usd_api_variant_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/usd_api_variant_probe/tracking_usd_api_variant_probe.json	True	True	size=4853; status='ok_with_stage_export_workaround'; usd_api_variant_app_after_app; usd_api_variant_payload_recorded; usd_api_variant_pxr_import_ok; usd_api_variant_save_blocked; usd_api_variant_stage_export_success; usd_api_variant_in_memory_export_success; usd_api_variant_nonempty_usd_written; usd_api_variant_in_memory_label_success; usd_api_variant_current_blocker_classified; usd_api_variant_no_motion_npz_claim; usd_api_variant_keeps_goal_incomplete
tracking_g1_urdf_stage_export_workaround_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_stage_export_workaround/tracking_g1_urdf_stage_export_workaround_probe.json	True	True	size=4344; status='ok_with_importer_still_empty_after_stage_export_patch'; g1_stage_export_app_after_app; g1_stage_export_payload_recorded; g1_stage_export_urdf_extension; g1_stage_export_patch_routed_save; g1_stage_export_dest_empty_recorded; g1_stage_export_current_stage_empty_recorded; g1_stage_export_current_blocker_classified; g1_stage_export_no_motion_npz_claim; g1_stage_export_keeps_goal_incomplete
tracking_g1_urdf_layer_save_workaround_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_layer_save_workaround/tracking_g1_urdf_layer_save_workaround_probe.json	True	True	size=7984; status='ok_with_cpp_importer_save_path_not_intercepted'; g1_layer_save_app_after_app; g1_layer_save_payload_recorded; g1_layer_save_urdf_extension; g1_layer_save_patch_assignment_recorded; g1_layer_save_configuration_layer_count_recorded; g1_layer_save_importer_interception_recorded; g1_layer_save_no_motion_npz_claim; g1_layer_save_keeps_goal_incomplete
tracking_g1_urdf_in_memory_import_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_in_memory_import/tracking_g1_urdf_in_memory_import_probe.json	True	True	size=1981; status='ok_with_vulkan_device_lost_before_payload'; g1_in_memory_app_after_app; g1_in_memory_vulkan_marker_recorded; g1_in_memory_dest_path_empty; g1_in_memory_no_motion_npz_claim; g1_in_memory_keeps_goal_incomplete
tracking_g1_urdf_simulationapp_in_memory_import_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_simulationapp_in_memory_import/tracking_g1_urdf_simulationapp_in_memory_import_probe.json	True	True	size=2437; status='ok_with_vulkan_device_lost_before_payload'; g1_simapp_in_memory_app_after_app; g1_simapp_in_memory_experience_exists; g1_simapp_in_memory_branch_recorded; g1_simapp_in_memory_vulkan_marker_recorded; g1_simapp_in_memory_dest_path_empty; g1_simapp_in_memory_no_motion_npz_claim; g1_simapp_in_memory_keeps_goal_incomplete
tracking_g1_urdf_in_memory_variant_matrix_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_in_memory_variant_matrix/tracking_g1_urdf_in_memory_variant_matrix_probe.json	True	True	size=6864; status='ok_with_no_valid_g1_usd'; g1_variant_matrix_case_count; g1_variant_matrix_gpu5_recorded; g1_variant_matrix_gpu6_recorded; g1_variant_matrix_valid_usd_status_consistent; g1_variant_matrix_no_motion_npz_claim; g1_variant_matrix_keeps_goal_incomplete
tracking_g1_urdf_in_memory_gpu4_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_in_memory_gpu4_probe/tracking_g1_urdf_in_memory_gpu4_probe.json	True	True	size=2423; status='ok_with_vulkan_device_lost_blocker'; g1_gpu4_tracking_python_exists; g1_gpu4_urdf_exists; g1_gpu4_project_egl_icd_exists; g1_gpu4_app_launcher_reached; g1_gpu4_import_returned; g1_gpu4_export_exists; g1_gpu4_vulkan_device_lost_recorded; g1_gpu4_latest_blocker_recorded; g1_gpu4_no_motion_npz_claim; g1_gpu4_no_paper_replay_claim; g1_gpu4_keeps_goal_incomplete
tracking_g1_urdf_in_memory_gpu4_export_structure_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_in_memory_gpu4_export_structure_audit/tracking_g1_urdf_in_memory_gpu4_export_structure_audit.json	True	True	size=10824; status='ok_with_physics_usd_export_but_vulkan_device_lost'; g1_export_import_returned; g1_export_vulkan_recorded; g1_export_exists; g1_export_nonempty_large; g1_export_default_prim; g1_export_articulation_root; g1_export_rigid_bodies; g1_export_revolute_joints; g1_export_all_action_joints; g1_export_no_payload; g1_export_no_official_replay_claim; g1_export_keeps_goal_incomplete
tracking_g1_preconverted_asset_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_preconverted_asset_audit/tracking_g1_preconverted_asset_audit.json	True	True	size=304121; status='ok_with_reference_usd_candidate'; g1_preconverted_candidate_count_positive; g1_preconverted_usd_candidate_count; g1_preconverted_official_mesh_usd_present; g1_preconverted_no_official_full_robot_usd; g1_preconverted_reference_not_official; g1_preconverted_no_motion_npz_claim; g1_preconverted_keeps_goal_incomplete
tracking_g1_reference_usd_compatibility_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_reference_usd_compatibility_audit/tracking_g1_reference_usd_compatibility_audit.json	True	True	size=40531; status='ok_with_reference_usd_incompatible_or_partial'; g1_reference_usd_stage_open; g1_reference_usd_target_bodies_present; g1_reference_usd_not_official_claim; g1_reference_usd_no_motion_npz_claim; g1_reference_usd_keeps_goal_incomplete
tracking_g1_official_urdf_skeleton_usd_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_urdf_skeleton_usd/tracking_g1_official_urdf_skeleton_usd_audit.json	True	True	size=11680; status='ok_with_minimal_29dof_skeleton_usd'; g1_skeleton_usd_contract_ok; g1_skeleton_usd_action_joints_present; g1_skeleton_usd_target_bodies_present; g1_skeleton_usd_no_converter_success_claim; g1_skeleton_usd_no_motion_npz_claim; g1_skeleton_usd_keeps_goal_incomplete
tracking_g1_official_urdf_29dof_skeleton_usda	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_official_urdf_skeleton_usd/g1_official_urdf_29dof_skeleton.usda	True	True	size=18441
tracking_g1_urdf_physical_asset_contract_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_physical_asset_contract_audit/tracking_g1_urdf_physical_asset_contract_audit.json	True	True	size=72209; status='ok_with_physical_contract_ready_for_converter_scaffold'; g1_physical_contract_link_count; g1_physical_contract_nonfixed_joints; g1_physical_contract_meshes_exist; g1_physical_contract_collision_count; g1_physical_contract_drive_rows; g1_physical_contract_inertial_gaps_recorded; g1_physical_contract_no_replay_fidelity_claim; g1_physical_contract_no_replay_claim; g1_physical_contract_keeps_goal_incomplete
tracking_g1_urdf_source_equivalence_audit	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_urdf_source_equivalence_audit/tracking_g1_urdf_source_equivalence_audit.json	True	True	size=11974; status='ok_with_source_differences_recorded'; g1_urdf_download_reprodata_sha_match; g1_urdf_download_reprodata_structural_match; g1_urdf_wbt_same_29_action_joints; g1_urdf_wbt_support_link_diff_recorded; g1_urdf_wbt_support_joint_diff_recorded; g1_urdf_no_identical_source_claim; g1_urdf_no_converter_claim; g1_urdf_no_replay_claim; g1_urdf_source_equivalence_keeps_goal_incomplete
tracking_g1_resource_adjusted_enriched_usd_probe	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_enriched_usd/tracking_g1_resource_adjusted_enriched_usd_probe.json	True	True	size=5799; status='ok_with_resource_adjusted_enriched_usd_scaffold'; g1_enriched_usd_link_count; g1_enriched_usd_mass_api_count; g1_enriched_usd_visual_refs; g1_enriched_usd_collision_api; g1_enriched_usd_joint_limits; g1_enriched_usd_joint_drives; g1_enriched_usd_no_official_converter_claim; g1_enriched_usd_no_replay_claim; g1_enriched_usd_keeps_goal_incomplete
tracking_g1_resource_adjusted_enriched_usda	/mnt/infini-data/test/BeyondMimic/res/tracking/g1_resource_adjusted_enriched_usd/g1_resource_adjusted_29dof_enriched_scaffold.usda	True	True	size=109224
gpu_resource_audit	/mnt/infini-data/test/BeyondMimic/res/setup/gpu_resource_audit/gpu_resource_audit.json	True	True	size=1906; status='ok'; gpu_count_8; gpu_metrics_rows_at_least_24; gpu_metrics_csv_written; gpu_rows_match_samples_x_gpus; gpu_goal_columns_present; gpu_no_power_clock_changes; gpu_no_artificial_load; gpu_no_training_util_claim; gpu_keeps_goal_incomplete
run_management_audit	/mnt/infini-data/test/BeyondMimic/res/run_management_audit/run_management_audit.json	True	True	size=1975; status='ok'; run_id_matches_goal_pattern; run_required_files_exist; run_required_dirs_exist; run_status_allowed; run_no_false_success; run_metrics_runtime_fields; run_gpu_metrics_present; run_management_keeps_goal_incomplete
checkpoint_resume_smoke	/mnt/infini-data/test/BeyondMimic/res/run_management_audit/checkpoint_resume_smoke/checkpoint_resume_smoke.json	True	True	size=1905; status='ok'; resume_checkpoint_file_exists; resume_checkpoint_contains_state; resume_step_matches_checkpoint; resume_matches_uninterrupted; resume_success_but_not_training; resume_no_model_checkpoint_claim; resume_keeps_goal_incomplete
full_run_deliverable_gap_audit	/mnt/infini-data/test/BeyondMimic/res/run_management_audit/full_run_deliverable_gap_audit/full_run_deliverable_gap_audit.json	True	True	size=5283; status='ok'; full_run_gap_run_count_at_least_3; full_run_gap_schema_complete_at_least_3; full_run_gap_no_valid_training_runs; full_run_gap_debug_run_count_at_least_3; full_run_gap_debug_checkpoints_recorded; full_run_gap_debug_figure_recorded; full_run_gap_no_valid_training_videos; full_run_gap_debug_runtime_metrics_recorded; full_run_gap_no_valid_claim; full_run_gap_all_debug_not_training; full_run_gap_output_gaps_or_debug_video_boundary_recorded; full_run_gap_runtime_metric_gap_still_recorded; full_run_gap_no_valid_training_run_videos; full_run_gap_debug_videos_not_valid; full_run_gap_keeps_goal_incomplete
failed_run_audit	/mnt/infini-data/test/BeyondMimic/res/failed_runs/failed_run_audit/failed_run_audit.json	True	True	size=1855; status='ok'; failed_run_required_files; failed_run_not_success; failed_run_id_recorded; failed_run_config_recorded; failed_checkpoint_absence_recorded; failed_run_errno28_log; failed_run_gpu_status; failed_run_reason; failed_run_resolution; failed_run_keeps_goal_incomplete
official_train_entry_failed_run_audit	/mnt/infini-data/test/BeyondMimic/res/failed_runs/official_train_entry_failed_run_audit/official_train_entry_failed_run_audit.json	True	True	size=2266; status='ok'; official_train_failed_run_required_files; official_train_failed_run_not_success; official_train_failed_run_id_recorded; official_train_failed_run_retry_json_exists; official_train_failed_run_blocked_inotify; official_train_failed_run_config_records_command; official_train_failed_run_no_checkpoint; official_train_failed_run_inotify_log; official_train_failed_run_gpu_status; official_train_failed_run_no_success_claim; official_train_failed_run_keeps_goal_incomplete
warmup_report_assets_system_python_matplotlib_missing_failed_record	/mnt/infini-data/test/BeyondMimic/res/failed_runs/warmup_report_assets_system_python_matplotlib_missing/status.json	True	True	size=1728; status='failed_retained'; warmup_report_assets_system_python_failure_recorded; warmup_report_assets_failure_resolved; warmup_report_assets_failed_record_no_overclaim
cleanup_failed_large_artifacts	/mnt/infini-data/test/BeyondMimic/res/storage_cleanup/cleanup_failed_large_artifacts.json	True	True	size=14481; status='ok'; cleanup_records_two_superseded_duplicates_removed_or_absent; cleanup_records_managed_superseded_bytes; cleanup_superseded_duplicates_absent; cleanup_current_runs_retained; cleanup_scope_conservative; cleanup_records_raw_array_and_debug_only_pruning; cleanup_keeps_goal_incomplete
